"NGÂN HÀNG NÔNG NGHIỆP
 VÀ PHÁT TRIỂN NÔNG THÔN VIỆT NAM",,,,"CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
Độc lập - Tự do - Hạnh phúc",,,
99,Giám sát của Agribank nơi phê duyệt vượt thẩm quyền gồm các công cụ nào?,"Thông qua hệ thống IPCAS (diễn biến doanh số và số dư tài khoản tiền gửi, tiền vay, nhóm nợ, tình hình thực hiện lịch trả nợ của khách hàng…). ",Thông tin CIC; Báo cáo của Agribank nơi cho vay.,"Báo cáo kết quả hoạt động kinh doanh của khách hàng; Thông tin trên thông báo kết quả kiểm tra, thanh tra, kiểm toán về khoản vay (nếu có); Thông qua nguồn thông tin, căn cứ khác (nếu có).",Tất cả đáp án trên.,4,Khoản 2 Điều 66 QyĐ 2268/QyĐ-NHNo-TD
100,Ai là người tham gia thực hiện cơ cấu lại thời hạn trả nợ tại Agribank nơi cho vay?,"Người quản lý nợ, Người thẩm định lại. ","Người kiểm soát khoản vay, Người phê duyệt cơ cấu lại thời hạn trả nợ.",Người quyết định cơ cấu lại thời hạn trả nợ.,Tất cả đáp án trên.,4," Điều 61 QyĐ 2268/QyĐ-NHNo-TD được sửa đổi , bổ sung tại QyĐ 4466/QyĐ-NHNo-TD"
101,"
Người có thẩm quyền tại Agribank nơi cho vay quyết định cơ cấu/không cơ cấu lại thời hạn trả nợ đối với khách hàng căn cứ vào tài liệu nào?",Báo cáo đề xuất cơ cấu lại thời hạn trả nợ.,Phương án cơ cấu lại thời hạn trả nợ của khách hàng.,"Hồ sơ cơ cấu lại thời hạn trả nợ, biên bản kiểm tra thực tế mục đích sử dụng vốn vay. ","Hồ sơ cơ cấu lại thời hạn trả nợ, biên bản kiểm tra tài sản bảo đảm khách hàng. ",1,Tiết i Điểm c Khoản 1 Điều 61 QyĐ 2268/QyĐ-NHNo-TD
102,"Theo quy định hiện hành của Agribank, địa bàn cho vay đặc thù được cho vay trong các trường hợp nào? ",Chi nhánh loại I được cho vay khách hàng cá nhân có nơi cư trú hoặc địa chỉ kinh doanh tại địa bàn cấp xã giáp ranh.,Chi nhánh loại II cho vay khách hàng cá nhân có nơi cư trú hoặc địa chỉ kinh doanh tại địa bàn cấp xã giáp ranh.,Phòng giao dịch được cho vay khách hàng cá nhân có nơi cư trú hoặc địa chỉ kinh doanh tại địa bàn cấp xã giáp ranh.,Tất cả đáp án trên.,4,Khoản 1 Điều 7 QĐ 2268/QyĐ-NHNo-TD
103,Văn bản ủy quyền của các thành viên trong gia đình vay vốn sử dụng vào mục đích chung ủy quyền cho 1 thành viên là đại diện vay vốn phải được thực hiện như thế nào?,"Văn bản ủy quyền không nhất thiết phải công chứng, chứng thực.","Văn bản ủy quyền có thể dùng chữ ký người làm chứng thay thế công chứng, chứng thực.","Văn bản ủy quyền phải được chứng nhận tại cơ quan, tổ chức có chức năng công chứng hoặc chứng thực tại cơ quan, tổ chức có thẩm quyền theo quy định của pháp luật.",Văn bản ủy quyền phải được chứng nhận tại cơ quan có chức năng công chứng hoặc chứng thực tại cơ quan có thẩm quyền theo quy định của pháp luật.,3,Điểm b Khoản 3 Điều 4 QyĐ 2268/QyĐ-NHNo-TD
104,"Việc xác định thời hạn cho vay, kỳ hạn trả nợ theo  hạn mức quy mô nhỏ đối với khách hàng cá nhân?
",Theo từng lần giải ngân trên Báo cáo đề xuất giải ngân kiêm giấy nhận nợ và có thể vượt quá thời gian duy trì hạn mức.,Theo từng lần giải ngân trên giấy nhận nợ và có thể vượt quá thời gian duy trì hạn mức.,Theo từng lần giải ngân trên Báo cáo đề xuất giải ngân và có thể vượt quá thời gian duy trì hạn mức.,Theo từng lần giải ngân trên Báo cáo đề xuất giải ngân kiêm giấy nhận nợ.,1,Khoản 2 Điều 24 QyĐ 2268/QyĐ-NHNo-TD
105,Thời gian duy trì hạn mức đối với cho vay theo hạn mức quy mô nhỏ đối với khách hàng cá nhân là bao nhiêu?,Tối đa 12 tháng.,Tối đa 24 tháng.,Tối đa 36 tháng.,Tối đa 48 tháng.,3,Khoản 1 Điều 24 QyĐ 2268/QyĐ-NHNo-TD
106,"Đối với cho vay theo hạn mức, Agribank quy định điều kiện xem xét gia hạn thời gian duy trì hạn mức tín dụng như thế nào?",Khách hàng đáp ứng đủ các điều kiện cấp tín dụng theo quy định hiện hành; sử dụng vốn vay đúng mục đích,Thực hiện đúng và đầy đủ các cam kết tại HĐTD trước đó và các điều kiện cấp tín dụng theo Thông báo phê duyệt của cấp có thẩm quyền (nếu có),Khách hàng không bị giảm xếp hạng tín dụng nội bộ theo quy định của Agribank so với thời điểm xác định hạn mức cho vay hiện hành,Tất cả đáp án trên,4,Điểm b Khoản 2 Điều 20 QyĐ 2268/QyĐ-NHNo-TD
107,"Đối với cho vay theo hạn mức,  thẩm quyền gia hạn thời gian duy trì hạn mức được quy định như thế nào?",Cấp phê duyệt/quyết định cấp hạn mức có thẩm quyền gia hạn thời gian duy trì hạn mức tối đa 12 tháng. Thẩm quyền phê duyệt/quyết định gia hạn thời gian duy trì hạn mức được xác định theo thẩm quyền cấp tín dụng tại thời điểm xem xét gia hạn.,Trụ sở chính không trực tiếp kinh doanh nên không gia hạn hạn mức đối với khách hàng đã phê duyệt.,"Phòng giao dịch được gia hạn hạn mức đối với khoản nợ do cấp trên quyết định cho vay và phân công giải ngân, thu nợ, quản lý khoản nợ.",Tất cả đáp án trên.,1,Điểm c Khoản 2 Điều 20 QyĐ 2268/QyĐ-NHNo-TD
108,"Trong quá trình kiểm soát của chi nhánh loại I, Người kiểm soát khoản vay yêu cầu Chi nhánh loại II bổ sung, hoàn thiện hồ sơ thì trong thời gian tối đa bao nhiêu ngày làm việc Chi nhánh loại II phải hoàn thiện hồ sơ kể từ ngày nhận được văn bản yêu cầu? ",02 ngày làm việc,05 ngày làm việc,07 ngày làm việc,10 ngày làm việc,2,Khoản 3 Điều 44 QC 656/QC-HĐTV-TD
109,"Tổng mức dư nợ cấp tín dụng đối với một khách hàng, đối với một khách hàng và người có liên quan của Agribank từ ngày 01/01/2026 đến trước ngày 01/01/2027 không được vượt quá bao nhiêu phần trăm vốn tự có của Agribank?",13% vốn tự có đối với một khách hàng; 21% vốn tự có đối với một khách hàng và người có liên quan của khách hàng đó,15% vốn tự có đối với một khách hàng; 25% vốn tự có đối với một khách hàng và người có liên quan của khách hàng đó,14% vốn tự có đối với một khách hàng; 23% vốn tự có đối với một khách hàng và người có liên quan của khách hàng đó,12% vốn tự có đối với một khách hàng; 19% vốn tự có đối với một khách hàng và người có liên quan của khách hàng đó,1,"Điểm b Khoản 1 Điều 25 QC 656/QC-HĐTV-TD được sửa đổi, bổ sung tại QC 579/QC-HĐTV-TD"
110,"Công ty A đề nghị vay vốn thực hiện dự án đầu tư  mua máy móc thiết bị với tổng mức đầu tư 15 tỷ đồng, thời hạn vay vốn 5 năm, vậy công ty A phải có vốn đối ứng tối thiểu tham gia vào dự án là bao nhiêu?","1,75 tỷ đồng.","2,75 tỷ đồng.","3,75 tỷ đồng.","4,75 tỷ đồng.",3,Tiết i điểm b Khoản 2 Điều 21 QC 656/QC-NHNo- TD
111,Nhiệm vụ quyết định của Hội đồng tín dụng Chi nhánh loại I được quy định như thế nào?,Quyết định cấp tín dụng đối với một khách hàng có tổng mức dư nợ cấp tín dụng thuộc thẩm quyền của HĐTD Chi nhánh loại I; quyết định cơ cấu lại thời hạn trả nợ/gia hạn thời gian duy trì hạn mức/thay đổi nội dung phê duyệt đối với khoản cấp tín dụng đã được HĐTD Chi nhánh loại I quyết định cấp tín dụng,Quyết định cấp tín dụng đối với một khách hàng và người có liên quan có tổng mức dư nợ cấp tín dụng thuộc thẩm quyền của HĐTD Chi nhánh loại I; quyết định cơ cấu lại thời hạn trả nợ/gia hạn thời gian duy trì hạn mức/thay đổi nội dung phê duyệt đối với khoản cấp tín dụng đã được HĐTD Chi nhánh loại I quyết định cấp tín dụng,"Quyết định cấp tín dụng đối với một khách hàng, một khách hàng và người có liên quan có tổng mức dư nợ cấp tín dụng thuộc thẩm quyền của HĐTD Chi nhánh loại I","Quyết định cấp tín dụng đối với một khách hàng, một khách hàng và người có liên quan có tổng mức dư nợ cấp tín dụng thuộc thẩm quyền của HĐTD Chi nhánh loại I; quyết định cơ cấu lại thời hạn trả nợ/gia hạn thời gian duy trì hạn mức/thay đổi nội dung phê duyệt đối với khoản cấp tín dụng đã được HĐTD Chi nhánh loại I quyết định cấp tín dụng",4,Điểm b Khoản 2 Điều 4 Quy chế 1548/QC-HĐTV-TD
112,Khi nào quyết định của Hội đồng tín dụng được thông qua?,Khi có từ 2/3 thành viên Hội đồng tín dụng đồng ý,Có ý kiến đồng ý của Chủ tịch Hội đồng tín dụng,Khi có trên 2/3 thành viên Hội đồng tín dụng đồng ý (trong đó có ý kiến của Chủ tịch HĐTD),Đáp án 1 và 2,4,Khoản 2 Điều 5 Quy chế 1548/QC-HĐTV-TD
113,"Công ty A có dự án kinh doanh với tổng nhu cầu vốn là 8 tỷ đồng, thời hạn xin vay 4 năm để thực hiện dự án thì vốn đối ứng tối thiểu tham gia vào dự án là bao nhiêu?",1 tỷ đồng,2 tỷ đồng,3 tỷ đồng,4 tỷ đồng,2,Tiết i Điểm b Khoản 2 Điều 21 QC 656/QC-HĐTV-TD
114,"Công ty A có dự án kinh doanh với tổng nhu cầu vốn là 18 tỷ đồng, thời hạn thực hiện dự án 13 năm, thì vốn đối ứng tối thiểu tham gia vào dự án là bao nhiêu?","5,2 tỷ đồng","5,6 tỷ đồng","5,4 tỷ đồng","5,8 tỷ đồng",3,Tiết ii Điểm b Khoản 2 Điều 21 QC 656/QC-HĐTV-TD
115,"Công  ty A có tỷ lệ vốn đối ứng tham gia Phương án sử dụng vốn (dự án vay vốn trung hạn) là 50% và đã giải ngân 25% vốn đối ứng cho dự án (có đủ tài liệu chứng minh), vậy ngân hàng sẽ giải ngân vốn vay như thế nào?","Theo nguyên tắc vốn đối ứng giải ngân trước nên công ty A phải giải ngân hết 50% vào dự án, ngân hàng mới bắt đầu giải ngân.","Sau khi Khách hàng đã giải ngân vốn đối ứng bằng tỷ lệ tối thiểu theo quy định là 25%, việc giải ngân vốn vay và phần còn lại vốn đối ứng do Giám đốc Agribank nơi cho vay quyết định.",Ngân hàng và khách hàng thỏa thuận giải ngân theo tỷ lệ ngay từ đầu dự án vì ngân hàng chỉ cho vay 50% số vốn của dự án.,"Sau khi Khách hàng đã giải ngân vốn đối ứng bằng tỷ lệ tối thiểu theo quy định là 25%, việc giải ngân vốn vay và phần còn lại vốn đối ứng do Tổng Giám đốc Agribank quyết định.",2,Khoản 1 Điều 56 QyĐ 2268/QyĐ-NHNo-TD
116,Trường hợp giao tài sản cầm cố cho bên thứ ba cất giữ tài sản thì bên thứ ba phải đáp ứng các điều kiện nào?,"Được phép kinh doanh dịch vụ gửi, giữ tài sản; Phải có đủ điều kiện cất giữ, bảo quản và quản lý tài sản","Việc gửi giữ tài sản phải được lập thành hợp đồng giữa ba bên gồm Agribank, bên cầm cố và bên nhận gửi giữ tài sản","Hợp đồng gửi giữ phải quy định rõ trách nhiệm của bên nhận gửi giữ trong trường hợp tài sản bị mất, hư hỏng, mất giá trị hoặc giảm sút giá trị",Tất cả đáp án trên,4,Khoản 3 Điều 26 QC 879/QC-HĐTV-TD
117,Các biện pháp bảo đảm cấp tín dụng được quy định tại Agribank bao gồm?,"Thế chấp tài sản, Cầm cố tài sản","Thế chấp tài sản, Ký quỹ, Ký cược, Tín chấp","Thế chấp tài sản, Cầm cố tài sản, Ký quỹ, Bảo lãnh, Tín chấp","Thế chấp tài sản, Cầm cố tài sản, Ký quỹ, Bảo lãnh",3,"Khoản 31, 32, 33, 34, 35 Điều 3 Quy chế 879/QC-HĐTV-TD"
118,Vật chính là gì?,Là vật mang lại nguồn lợi chính cho chủ sử dụng.,Là vật có thể khai thác công dụng theo tính năng không phụ thuộc vào vật/bộ phận khác.,"Là vật độc lập, có thể khai thác công dụng theo tính năng.",Là vật trực tiếp phục vụ cho việc khai thác công dụng cho chủ sử dụng.,3,Điểm a Khoản 14 Điều 3 Quy chế 879/QC-HĐTV-TD
119,Đối với hợp đồng bảo đảm được ký kết trước khi pháp nhân được tổ chức lại mà vẫn còn hiệu lực thì các bên thực hiện như thế nào?,Các bên phải ký kết lại hợp đồng bảo đảm đó sau khi pháp nhân được tổ chức lại.,Các bên không ký kết lại hợp đồng bảo đảm đó sau khi pháp nhân được tổ chức lại.,Các bên có thể lựa chọn việc ký kết/không ký kết lại hợp đồng bảo đảm đó sau khi pháp nhân được tổ chức lại.,,3,Khoản 3 Điều 24 QC 879/QC-HĐTV-TD
120,Tài sản bảo đảm được quy định tại Agribank bao gồm?,Tài sản bảo đảm chính thức,Tài sản bảo đảm bổ sung,Tài sản bảo đảm hình thành trong tương lai,Đáp án 1 và 2,4,Điều 7 Quy chế 879/QC-HĐTV-TD
121,"Theo Quy chế 879/QC-HĐTV-TD, hợp đồng bảo đảm bị vô hiệu hoặc bị hủy bỏ, bị đơn phương chấm dứt thực hiện thì?",Hợp đồng cấp tín dụng vô hiệu.,Hợp đồng cấp tín dụng không vô hiệu.,Làm chấm dứt Hợp đồng cấp tín dụng.,Không làm chấm dứt Hợp đồng cấp tín dụng.,4,Khoản 1 Điều 22 Quy chế 879/QC-HĐTV-TD
122,"Theo Quy chế số 879/QC-HĐTV-TD: Trường hợp hợp đồng cấp tín dụng bị vô hiệu hoặc bị hủy bỏ, bị đơn phương chấm dứt thực hiện mà các bên đã thực hiện một phần thì (nếu có Hợp đồng bảo đảm)? ",Hợp đồng bảo đảm chấm dứt,Hợp đồng bảo đảm không chấm dứt,Hợp đồng bảo đảm vô hiệu,Hợp đồng bảo đảm không vô hiệu,2,Điểm b Khoản 2 Điều 22 Quy chế 879/QC-HĐTV-TD
123,Thẩm quyền xử lý tài sản bảo đảm trong trường hợp số tiền thu được từ xử lý tài sản bảo đảm thực hiện đủ nghĩa vụ được bảo đảm thuộc thẩm quyền của ai?,Agribank nơi cấp tín dụng,Tổng Giám đốc,Hội đồng xử lý tài sản bảo đảm Trụ sở chính,Agribank nơi phê duyệt cấp tín dụng,1,Điểm a khoản 1 Điều 42 Quy chế 879/QC-HĐTV-TD
124,Đâu là tài liệu để làm căn cứ xác định giá trị tài sản bảo đảm?,"Hợp đồng mua bán, chuyển nhượng tài sản tương ứng cùng loại",Giá theo tài liệu của phòng Tài nguyên và Môi trường; chứng thư thẩm định giá của tổ chức có chức năng thẩm định giá,"Định giá theo mệnh giá/bảng/khung giá do cơ quan nhà nước có thẩm quyền ban hành/sử dụng thông tin về giá trị tài sản bảo đảm của tổ chức có chức năng hoặc xác định theo các phương pháp chi phí, thu nhập và các phương pháp khác theo quy định pháp luật",Tất cả đáp án trên,4,Khoản 3 Điều 11 Quy chế 879/QC-HĐTV-TD
125,"Theo Quy chế 879/QC-HĐTV-TD, Bên bảo lãnh cam kết với Agribank sẽ thực hiện nghĩa vụ thay cho khách hàng, bên bảo lãnh phải có các điều kiện nào?","Có năng lực pháp luật dân sự, năng lực hành vi dân sự. ",Có khả năng tài chính đảm bảo thực hiện nghĩa vụ bảo lãnh. ,"Bên bảo lãnh (trừ đối tượng bảo lãnh của Chính phủ, TCTD, Quỹ bảo lãnh tín dụng cho doanh nghiệp nhỏ và vừa), phải có tài sản bảo đảm để bảo đảm thực hiện nghĩa vụ bảo lãnh. ",Tất cả đáp án trên.,4,"Khoản 1, 2, 3 Điều 33 QC 879/QC-HĐTV-TD"
126,"Đất nông nghiệp được nhà nước giao trong hạn mức thì thành viên hộ gia đình, cá nhân được thế chấp như thế nào? ","Được thế chấp quyền sử dụng đất, tài sản thuộc sở hữu của mình gắn liền với đất.",Được thế chấp quyền sử dụng đất.,Chỉ được thế chấp tài sản thuộc sở hữu của mình gắn liền với đất.,"Không được thế chấp quyền sử dụng đất, tài sản thuộc sở hữu của mình gắn liền với đất.",1,"Điểm a Khoản 1 Điều 8 QyĐ 2929/QyĐ-NHNo-TD được sửa đổi, bổ sung tại QyĐ 3838/QyĐ-NHNo-TD"
127,Việc kiểm tra đối với tài sản thế chấp là quyền đòi nợ được thực hiện như thế nào?,03 tháng kiểm tra tối thiểu 01 lần,06 tháng kiểm tra tối thiểu 01 lần,09 tháng kiểm tra tối thiểu 01 lần,12 tháng kiểm tra tối thiểu 01 lần,1,Điểm a Khoản 1 Điều 43 Quy định 2929/QyĐ-NHNo-TD
128,Trường hợp tài sản bảo đảm cho toàn bộ nghĩa vụ thì việc rút bớt TSBĐ phải thông qua Hội đồng xử lý TSBĐ đối với các khách hàng nào?,"Khách hàng còn dư nợ từ 02 tỷ đồng trở lên, trừ trường hợp Hội đồng tín dụng Chi nhánh loại I là người quyết định nhận TSBĐ","Khách hàng còn dư nợ từ 05 tỷ đồng trở lên, trừ trường hợp Hội đồng tín dụng Chi nhánh loại I là người quyết định nhận TSBĐ","Khách hàng có dư nợ 03 tỷ đồng trở lên, trừ trường hợp Hội đồng tín dụng Chi nhánh loại I là người quyết định nhận TSBĐ","Khách hàng có dư nợ từ 06 tỷ đồng trở lên, trừ trường hợp Hội đồng tín dụng Chi nhánh loại I là người quyết định nhận TSBĐ",2,"Điểm c Khoản 2 Điều 39 Quy định 2929/QyĐ-NHNo-TD được sửa đổi, bổ sung tại QyĐ 3838/QyĐ-NHNo-TD"
129,Agribank xác định giá trị tài sản bằng phương pháp nào? ,Phương pháp so sánh,Phương pháp chi phí,Phương pháp thu nhập,Tất cả đáp án trên,4,Khoản 1 Điều 30 Quy định 2929/QyĐ-NHNo-TD
130,"Tại một chi nhánh loại I (bao gồm cả chi nhánh loại II, Phòng giao dịch do chi nhánh loại I quản lý), mức cấp tín dụng tối đa đối với một mã cổ phiếu tại thời điểm cấp tín dụng được quy định như thế nào?",Không vượt quá giá trị của 02 lần khối lượng giao dịch bình quân/ngày của 60 phiên giao dịch gần nhất trước ngày HĐBĐ có hiệu lực. ,Không vượt quá giá trị của 05 lần khối lượng giao dịch bình quân/ngày của 120 phiên giao dịch gần nhất trước ngày HĐBĐ có hiệu lực.,Không vượt quá giá trị của 04 lần khối lượng giao dịch bình quân/ngày của 80 phiên giao dịch gần nhất trước ngày HĐBĐ có hiệu lực. ,Không vượt quá giá trị của 05 lần khối lượng giao dịch bình quân/ngày của 90 phiên giao dịch gần nhất trước ngày HĐBĐ có hiệu lực. ,2,Tiết i điểm b khoản 3 Điều 26 QyĐ 2929/QyĐ-NHNo-TD
131,Thỏa thuận cấp bảo lãnh là gì?,"Là văn bản thỏa thuận giữa Agribank với khách hàng về việc phát hành bảo lãnh ngân hàng, bảo lãnh đối ứng, xác nhận bảo lãnh cho khách hàng.","Là thỏa thuận giữa Agribank (bên bảo lãnh hoặc bên bảo lãnh đối ứng hoặc bên xác nhận bảo lãnh) với khách hàng và các bên liên quan khác (nếu có) về việc phát hành bảo lãnh ngân hàng, bảo lãnh đối ứng, xác nhận bảo lãnh cho khách hàng.",Là văn bản thỏa thuận giữa Agribank với khách hàng và các bên liên quan khác (nếu có) về việc phát hành bảo lãnh ngân hàng cho khách hàng.,Là văn bản thỏa thuận giữa Agribank với khách hàng và các bên liên quan khác về việc phát hành bảo lãnh ngân hàng cho khách hàng.,2,Khoản 26 Điều 3 QC 346/QC-HĐTV-TD
132,"Theo Quy chế 346/QC-HĐTV-TD về bảo lãnh ngân hàng, người thẩm định lại là?","Người thuộc Phòng Khách hàng, Phòng Thẩm định/bộ phận Thẩm định, Ban Thẩm định và phê duyệt tín dụng/Trung tâm phê duyệt tín dụng khu vực hoặc người khác do người có thẩm quyền phân công, giao nhiệm vụ. ","Người thuộc Phòng Thẩm định/bộ phận Thẩm định, Ban và phê duyệt tín dụng/Trung tâm phê duyệt tín dụng khu vực. ",Đáp án 1 và 2.,,1,Khoản 32 Điều 3 QC 346/QC-HĐTV-TD
133,"Theo Quy chế 346/QC-HĐTV-TD về bảo lãnh ngân hàng, người kiểm soát bảo lãnh là?","Lãnh đạo Phòng Khách hàng, Phòng Thẩm định; Lãnh đạo/Trưởng, phó nghiệp vụ Ban Thẩm định, Ban Định chế tài chính, TTPD.",Người kiểm soát bảo lãnh có thể là người thẩm định.,Đáp án 1 và 2.,"Trưởng/Phó trưởng Phòng Khách hàng, Trưởng/Phó trưởng Ban thuộc Ban TĐPD, Trưởng/Phó trưởng phòng phê duyệt thuộc TTPD.",3,Khoản 33 Điều 3 QC 346/QC-HĐTV-TD
134,"Theo Quy chế 346/QC-HĐTV-TD về bảo lãnh ngân hàng: Đối với trường hợp đồng tiền bảo lãnh là ngoại tệ, phí bảo lãnh được quy định thu như thế nào?",Các bên thỏa thuận thu phí bảo lãnh bằng ngoại tệ.,Các bên thỏa thuận thu phí bảo lãnh bằng ngoại tệ hoặc quy đổi ra đồng Việt Nam theo tỷ giá bán của Agribank tại thời điểm thu phí hoặc tại thời điểm thông báo thu phí.,Các bên thỏa thuận thu phí bảo lãnh bằng ngoại tệ hoặc quy đổi ra đồng Việt Nam theo tỷ giá bán của Agribank tại thời điểm thu phí.,Các bên thỏa thuận thu phí bảo lãnh bằng ngoại tệ hoặc quy đổi ra đồng Việt Nam theo tỷ giá bán của Agribank. ,2,Khoản 4 Điều 23 QC 346/QC-HĐTV-TD
135,"Theo Quy chế 346/QC-HĐTV-TD về bảo lãnh ngân hàng, nghĩa vụ bảo lãnh của Agribank chấm dứt trong các trường hợp nào?",Nghĩa vụ của bên được bảo lãnh chấm dứt; Nghĩa vụ bảo lãnh của Agribank đã được thực hiện theo đúng Cam kết bảo lãnh. ,"Việc bảo lãnh được hủy bỏ hoặc thay thế bằng biện pháp bảo đảm khác theo thỏa thuận của bên nhận bảo lãnh và Agribank, các bên liên quan khác (nếu có); Cam kết bảo lãnh đã hết hiệu lực.",Bên nhận bảo lãnh miễn thực hiện nghĩa vụ bảo lãnh cho Agribank; Theo thỏa thuận của các bên; Nghĩa vụ bảo lãnh chấm dứt trong các trường hợp khác theo quy định của pháp luật.,Tất cả đáp án trên.,4, Điều 28  Quy chế 346/QC-HĐTV-TD
136,Số dư bảo lãnh đối với một khách hàng hoặc một khách hàng và người có liên quan bao gồm?,Số dư phát hành Cam kết bảo lãnh,"Số dư phát hành Cam kết bảo lãnh đối ứng, số dư phát hành Cam kết xác nhận bảo lãnh ","Số dư phát hành Cam kết bảo lãnh, số dư phát hành Cam kết bảo lãnh đối ứng, số dư phát hành Cam kết bảo lãnh trên cơ sở bảo lãnh đối ứng, số dư phát hành Cam kết xác nhận bảo lãnh cho khách hàng đó, khách hàng đó và người có liên quan",,3,Khoản 1 Điều 7 QC 346/QC-HĐTV-TD
137,"Yêu cầu đối với khách hàng khi được Agribank nơi cấp bảo lãnh xem xét, quyết định cấp bảo lãnh, bảo lãnh đối ứng, bảo lãnh trên cơ sở bảo lãnh đối ứng, xác nhận bảo lãnh?","Có đầy đủ năng lực pháp luật dân sự, năng lực hành vi dân sự theo quy định của pháp luật",Nghĩa vụ được bảo lãnh là nghĩa vụ tài chính hợp pháp,Được Agribank nơi cấp bảo lãnh đánh giá có khả năng hoàn trả lại số tiền mà Agribank nơi cấp bảo lãnh phải trả thay khi thực hiện nghĩa vụ bảo lãnh,Tất cả đáp án trên,4,Khoản 1 Điều 13 QC 346/QC-HĐTV-TD
138,"Đối với bảo lãnh nhà ở hình thành trong tương lai, Thư bảo lãnh có hiệu lực kể từ thời điểm phát hành cho đến thời điểm ít nhất sau bao nhiêu ngày kể từ thời hạn chủ đầu tư phải thực hiện nghĩa vụ tài chính đối với bên mua? ",15 ngày,30 ngày,45 ngày,60 ngày,2,Điểm a khoản 4 điều 16 QC 346/QC-HĐTV-TD 
139,Cấp quyết định bảo lãnh tại Agribank nơi cấp bảo lãnh gồm? ,"Tổng Giám đốc, Hội đồng tín dụng chi nhánh loại I, Giám đốc chi nhánh loại I, loại II.","Hội đồng tín dụng chi nhánh loại I, Giám đốc chi nhánh loại I, loại II.","Giám đốc chi nhánh loại I, loại II ","Giám đốc chi nhánh loại I, loại II, phòng giao dịch",1,Khoản 2 Điều 21 QC 346/QC-HĐTV-TD 
140,Trường hợp nào thì Agribank nơi cấp bảo lãnh không bắt buộc phải ký Thỏa thuận cấp bảo lãnh?,Phát hành bảo lãnh thực hiện nghĩa vụ ký quỹ để bảo đảm thực hiện dự án đầu tư.,Phát hành bảo lãnh trên cơ sở bảo lãnh đối ứng.,Phát hành bảo lãnh nhà ở hình thành trong tương lai.,Phát hành bảo lãnh bảo đảm chất lượng sản phẩm.,2,Khoản 1 Điều 18 QC 346/QC-HĐTV-TD
141,Giám đốc chi nhánh loại II được quyết định cấp bảo lãnh đối với  loại bảo lãnh nào?,Bảo lãnh dự thầu.,Bảo lãnh thực hiện nghĩa vụ ký quỹ để bảo đảm thực hiện dự án đầu tư.,Bảo lãnh nhà ở hình thành trong tương lai.,Đáp án 1 và 2.,4,"Tiết (i), (vii) Điểm c Khoản 5 Điều 21 QC 346/QC-HĐTV-TD"
142,"Theo quy định hiện hành của Agribank, Agribank xem xét, quyết định cấp bảo lãnh cho chủ đầu tư đối với bảo lãnh nhà ở hình thành trong tương lai khi nào?","Có đủ năng lực pháp luật dân sự, năng lực hành vi dân sự theo quy định của pháp luật; Nghĩa vụ được bảo lãnh là nghĩa vụ tài chính hợp pháp.",Được Agribank nơi cấp bảo lãnh đánh giá có khả năng hoàn trả lại số tiền mà Agribank nơi cấp bảo lãnh phải trả thay khi thực hiện nghĩa vụ bảo lãnh.,"Chủ đầu tư đã nhận được văn bản của cơ quan quản lý nhà nước về kinh doanh BĐS cấp tỉnh trả lời cho chủ đầu tư về nhà ở đủ điều kiện được bán, cho thuê mua.",Tất cả đáp án trên.,4,Khoản 1 Điều 13 và Khoản 1 Điều 16 QC 346/QC-HĐTV-TD 
143,"
Theo Quy chế 346/QC-HĐTV-TD, Agribank nơi cấp bảo lãnh chỉ thực hiện phát hành Cam kết bảo lãnh dưới hình thức nào?",Thư bảo lãnh; Được phát hành dưới hình thức Hợp đồng bảo lãnh khi trình TGĐ xem xét quyết định trong từng trường hợp cụ thể. ,Hợp đồng bảo lãnh.,Thư bảo lãnh và hợp đồng bảo lãnh.,Thỏa thuận cấp bảo lãnh.,1,Khoản 1 Điều 19 QC 346/QC-HĐTV-TD
144,"Theo Quy chế 346/QC-HĐTV-TD, Thư bảo lãnh được phát hành bao gồm (trừ trường hợp phát hành theo phương tiện điện tử)? ",01 bản gốc và 02 bản chính.,01 bản gốc và 03 bản chính., 03 bản chính.,01 bản chính và 03 bản sao y.,2,Điểm b Khoản 4 Điều 19 QC 346/QC-HĐTV-TD
145,"Trong trường hợp bảo lãnh ngân hàng (trừ trường hợp bảo lãnh đối ứng, xác nhận bảo lãnh), thời hạn Agribank thực hiện nghĩa vụ bảo lãnh khi nhận được đủ hồ sơ yêu cầu thực hiện nghĩa vụ bảo lãnh hợp lệ trong vòng bao nhiêu ngày?",05 ngày làm việc tiếp theo sau ngày Agribank nhận đủ hồ sơ,05 ngày , 10 ngày làm việc tiếp theo sau ngày Agribank nhận đủ hồ sơ, 10 ngày ,1,Tiết a Khoản 3 Điều 26 QC 346/QC-HĐTV-TD
