NGÂN HÀNG NÔNG NGHIỆP,,,,CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM,,,,
VÀ PHÁT TRIỂN NÔNG THÔN VIỆT NAM,,,,Độc lập - Tự do - Hạnh phúc,,,,
110,15,Ân hạn là gì?,Là khoảng thời gian kể từ ngày khách hàng nhận tiền vay cho đến hết ngày bắt đầu của kỳ trả nợ gốc đầu tiên.,Là khoảng thời gian kể từ ngày khách hàng nhận tiền vay lần đầu tiên cho đến hết ngày trước liền kề ngày bắt đầu của kỳ trả nợ gốc đầu tiên.,Là khoảng thời gian kể từ ngày khách hàng nhận tiền vay lần đầu tiên cho đến ngày bắt đầu của kỳ trả nợ gốc đầu tiên.,Tất cả đáp án trên.,2,Khoản 3 Điều 2 QC 656/QC-HĐTV-TD
IV.6. SẢN PHẨM DỊCH VỤ THẺ (15 CÂU),,,,,,,,
111,1,"Theo quy định về thu nợ thẻ tín dụng TRONG HẠN, thứ tự ưu tiên thanh toán nào sau đây là đúng?",Lãi -> Các khoản phí -> Dư nợ ứng tiền mặt và thanh toán hàng hóa dịch vụ,Các khoản phí -> Lãi -> Dư nợ ứng tiền mặt và thanh toán hàng hóa dịch vụ,Dư nợ gốc -> Lãi -> Các khoản phí,Các khoản phí -> Dư nợ gốc -> Lãi,2,Khoản 1 Điều 11 Quy định 2239/QyĐ-NHNo-TTT ngày 31/7/2024 
112,2,Các khoản phí được ưu tiên thu đầu tiên khi thanh toán dư nợ thẻ tín dụng bao gồm những loại nào?,"Phí thường niên, phí ứng tiền mặt, phí chuyển đổi ngoại tệ, phí chậm trả...","Phí thẩm định hồ sơ, phí bảo hiểm thẻ",Phí duy trì tài khoản thanh toán của chủ thẻ,Phí tin nhắn SMS và phí chuyển khoản nội bộ,1,Khoản 1 & 2 Điều 11 Quy định 2239/QyĐ-NHNo-TTT ngày 31/7/2024 
113,3,Loại thẻ nào sau đây không cho phép phát hành thẻ phụ?,Thẻ tín dụng quốc tế Visa hạng chuẩn.,Thẻ tín dụng quốc tế Visa hạng Vàng.,Thẻ tín dụng quốc tế JCB hạng Bạch Kim.,Thẻ công ty.,4,Khoản 7 Điều 2 Quy Định số 2239/QyĐ-NHNo-TTT ngày 31/7/2024
114,4,Thẻ nào sau đây là thẻ quốc tế?,Thẻ mang nhãn hiệu Success.,Thẻ mang nhãn hiệu Lộc Việt.,Thẻ mang nhãn hiệu JCB.,Thẻ liên kết sinh viên.,3,Điều 3 Quy Định số 2239/QyĐ-NHNo-TTT ngày 31/7/2024
115,5,Thẻ nào sau đây không thuộc nhóm sản phẩm Thẻ của Agribank?,Thẻ ghi nợ,Thẻ Tín dụng.,Thẻ phi vật lý.,Thẻ mua sắm.,4,Điều 3 Quy Định số 2239/QyĐ-NHNo-TTT ngày 31/7/2024
116,6,Hiện tại Agribank đang có sản phẩm thẻ tín dụng mang thương thiệu JCB với hạng nào?,Hạng chuẩn và hạng vàng.,Hạng vàng và hạng bạch kim.,Hạng vàng và hạng kim cương.,Hạng kim cương.,2,Khoản 2 Điều 3 Quy Định số 2239/QyĐ-NHNo-TTT ngày 31/7/2024
117,7,Hiện tại Agribank phát hành thẻ tín dụng nội địa nào?,Lộc Việt.,Visa.,MasterCard.,Tất cả các đáp án trên.,1,Khoản 2 Điều 3 Quy Định số 2239/QyĐ-NHNo-TTT ngày 31/7/2024
118,8,Yếu tố bảo mật CVV2 có mặt trên loại thẻ nào do Agribank phát hành?,Visa.,MasterCard.,JCB.,Success.,1,Khoản 1 Điều 4 Quy Định số 2239/QyĐ-NHNo-TTT ngày 31/7/2024
119,9,Yếu tố bảo mật CAV2 có mặt trên loại thẻ nào do Agribank phát hành?,Visa.,MasterCard.,JCB.,Success.,3,Khoản 1 Điều 4 Quy Định số 2239/QyĐ-NHNo-TTT ngày 31/7/2024
120,10,Yếu tố nào sau đây không có mặt trên thẻ phi vật lý của Agribank?,Tên thương hiệu và/hoặc Logo của Agribank.,Dải chữ ký.,Số thẻ.,"Họ, tên chủ thẻ.",2,Khoản 1 Điều 4 Quy Định số 2239/QyĐ-NHNo-TTT ngày 31/7/2024
121,11,Hãy cho biết thời hạn hiệu lực của Thẻ liên kết thương hiệu?,Tối đa 03 năm kể từ ngày phát hành.,Tối đa 05 năm kể từ ngày phát hành.,Tối đa 02 năm kể từ ngày phát hành.,Tối đa 01 năm kể từ ngày phát hành.,2,Khoản 1 Điều 5 Quy Định số 2239/QyĐ-NHNo-TTT ngày 31/7/2024
122,12,Hãy cho biết thời hạn hiệu lực của Thẻ ghi nợ nội địa hạng chuẩn?,03 năm kể từ ngày phát hành.,05 năm kể từ ngày phát hành.,02 năm kể từ ngày phát hành.,06 năm kể từ ngày phát hành.,4,Khoản 1 Điều 5 Quy Định số 2239/QyĐ-NHNo-TTT ngày 31/7/2024
123,13,Hãy cho biết thời hạn hiệu lực của Thẻ ghi nợ nội địa Lộc Việt?,03 năm kể từ ngày phát hành.,05 năm kể từ ngày phát hành.,02 năm kể từ ngày phát hành.,04 năm kể từ ngày phát hành.,2,Khoản 1 Điều 5 Quy Định số 2239/QyĐ-NHNo-TTT ngày 31/7/2024
124,14,Thời hạn hiệu lực của thẻ Lập nghiệp là bao lâu?,2 năm kể từ ngày phát hành.,3 năm kể từ ngày phát hành.,4 năm kể từ ngày phát hành.,5 năm kể từ ngày phát hành.,4,Khoản 1 Điều 5 Quy Định số 2239/QyĐ-NHNo-TTT ngày 31/7/2024
125,15,Hãy cho biết thời hạn hiệu lực của Thẻ liên kết sinh viên?,Tối thiểu 02 năm và phù hợp với thời gian đào tạo theo khóa học của trường.,Tối thiểu 03 năm và phù hợp với thời gian đào tạo theo khóa học của trường.,Tối thiểu 04 năm và phù hợp với thời gian đào tạo theo khóa học của trường.,Tối thiểu 05 năm và phù hợp với thời gian đào tạo theo khóa học của trường.,1,Khoản 1 Điều 5 Quy Định số 2239/QyĐ-NHNo-TTT ngày 31/7/2024
V. PHÁP LUẬT LIÊN QUAN ĐẾN HOẠT ĐỘNG NGÂN HÀNG (15 CÂU),,,,,,,,
126,1,"Điền vào chỗ trống bằng đáp án đúng nhất: "" … là việc Ngân hàng Nhà nước Việt Nam áp dụng các yêu cầu, biện pháp hạn chế đối với tổ chức tín dụng và yêu cầu tổ chức tín dụng đó thực hiện phương án khắc phục dưới sự giám sát của Ngân hàng Nhà nước nhằm khắc phục tình trạng xếp hạng dưới mức trung bình theo quy định của Thống đốc Ngân hàng Nhà nước"" ",Can thiệp sớm.,Áp dụng biện pháp hạn chế.,Giám sát.,Tất cả các đáp án trên.,1,"Khoản 3 Điều 4, Khoản 1 Điều 156, Luật các TCTD 2024"
127,2,"Theo quy định của Luật các Tổ chức tín dụng, thế nào là tài khoản thanh toán?","Là tài khoản tiền gửi không kỳ hạn của khách hàng mở tại ngân hàng, chi nhánh ngân hàng nước ngoài để sử dụng dịch vụ thanh toán do ngân hàng, chi nhánh ngân hàng nước ngoài cung ứng.",àL tài khoản tiết kiệm do ngân hàng cấp cho khách hàng có nhu cầu gửi tiền tiết kiệm tại ngân hàng.,"Là tài khoản tiền gửi không kỳ hạn tại ngân hàng, không sử dụng đồng Việt Nam.",Là tài khoản được ngân hàng cấp cho khách hàng khi mở thẻ tín dụng.,1,"Khoản 35 Điều 4, Luật các TCTD 2024"
128,3,"Theo Luật các Tổ chức tín dụng, vốn pháp định là gì?","Là mức vốn tối thiểu phải có theo quy định của pháp luật để thành lập tổ chức tín dụng, chi nhánh ngân hàng nước ngoài.","Là hành vi của tổ chức, cá nhân nhằm hợp pháp hóa nguồn gốc của tài sản do phạm tội mà có.",Là mức vốn tối thiểu cần có để duy trì hoạt động thường xuyên của tổ chức tín dụng.,Là số vốn tối đa mà tổ chức tín dụng được phép huy động trong năm tài chính đầu tiên.,1,"Khoản 44, Điều 4, Luật các TCTD 2024"
129,4,"Theo quy định của Bộ luật Dân sự 2015, quyền sử dụng:","Là quyền khai thác công dụng, hưởng hoa lợi, lợi tức từ tài sản. ",Có thể được chuyển giao cho người khác theo thỏa thuận hoặc theo quy định của pháp luật.,Cả 1 và 2 đều đúng.,,3,Điều 189 Bộ luật Dân sự 2015
130,5,Trường hợp nào sau đây là Người có liên quan theo quy định của Luật các tổ chức tín dụng hiện hành?,"Công ty hoặc tổ chức tín dụng với người quản lý, kiểm soát viên, thành viên Ban kiểm soát của công ty hoặc tổ chức tín dụng đó hoặc với công ty, tổ chức có thẩm quyền bổ nhiệm những người đó và ngược lại.","Công ty hoặc tổ chức tín dụng với tổ chức, cá nhân sở hữu từ 05% vốn điều lệ hoặc vốn cổ phần có quyền biểu quyết trở lên tại công ty hoặc tổ chức tín dụng đó và ngược lại.","Pháp nhân, cá nhân khác có mối quan hệ tiềm ẩn rủi ro cho hoạt động của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài được xác định theo quy định nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài hoặc theo yêu cầu bằng văn bản của Ngân hàng Nhà nước thông qua hoạt động thanh tra, giám sát.",Tất cả các đáp án trên.,4,Khoản 24 Điều 4 Luật các TCTD 2024
131,6,Người điều hành của tổ chức tín dụng là ai theo quy định của Luật các tổ chức tín dụng hiện hành?,"Tổng Giám đốc (Giám đốc), Phó Tổng Giám đốc (Phó giám đốc), Kế toán trưởng, Giám đốc chi nhánh và các chức danh tương đương theo quy định tại Điều lệ của tổ chức tín dụng.","Chủ tịch, thành viên khác của Hội đồng thành viên.",Thống đốc Ngân hàng Nhà nước.,Người được Thống đốc Ngân hàng Nhà nước ủy quyền điều hành tổ chức tín dụng.,1,Khoản 26 Điều 4 Luật các TCTD 2024
132,7,"Theo Luật Phòng, chống rửa tiền năm 2022, ""rửa tiền"" được định nghĩa là:",Là việc biến đổi thu nhập phi pháp thành tài sản mà các cơ quan công quyền không thể truy ra nguồn gốc phi pháp ấy.,"Là hành vi của tổ chức, cá nhân nhằm hợp pháp hóa nguồn gốc của tài sản do phạm tội mà có.",Là việc hợp pháp hóa tài sản có được trực tiếp hoặc gián tiếp từ hành vi phạm tội.,"Là hợp pháp hóa phần thu nhập, hoa lợi, lợi tức, lợi nhuận sinh ra từ tài sản có được từ hành vi phạm tội.",2,"Khoản 1 Điều 3 Luật Phòng, chống rửa tiền năm 2022"
133,8,"Theo Luật Phòng, chống rửa tiền năm 2022, thông tin nhận dạng khách hàng tổ chức bao gồm cả thông tin của những người có liên quan nào sau đây? ","Thông tin về người thành lập, người đại diện theo pháp luật, Giám đốc hoặc Tổng Giám đốc, Kế toán trưởng hoặc người phụ trách kế toán (nếu có) của tổ chức.","Thông tin về người đại diện theo pháp luật, Giám đốc hoặc Tổng Giám đốc, Kế toán trưởng hoặc người phụ trách kế toán (nếu có) của tổ chức.","Thông tin về Giám đốc hoặc Tổng Giám đốc, Kế toán trưởng hoặc người phụ trách kế toán (nếu có) của tổ chức.",,1,"Điều 10 Luật Phòng, chống rửa tiền năm 2022"
134,9,"Theo Luật Phòng, chống rửa tiền năm 2022, thời hạn lưu trữ thông tin, hồ sơ, tài liệu nhận biết khách hàng là:",05 năm kể từ ngày kết thúc giao dịch hoặc ngày đóng tài khoản hoặc ngày báo cáo.,10 năm kể từ ngày kết thúc giao dịch hoặc ngày đóng tài khoản hoặc ngày báo cáo.,15 năm kể từ ngày kết thúc giao dịch hoặc ngày đóng tài khoản hoặc ngày báo cáo.,Vĩnh viễn,1,"Khoản 2 Điều 38 Luật Phòng, chống rửa tiền năm 2022"
135,10,"Đối với khách hàng lần đầu mở tài khoản thanh toán, Agribank cần phải thực hiện:",Giám sát khách hàng,Nhận biết khách hàng,Trì hoãn giao dịch,Áp dụng các biện pháp tăng cường,2,Khoản 1 Điều 6 Nghị định số 19/2023/NĐ-CP
136,11,"Khi khách hàng bổ sung thông tin, tài liệu, trường hợp nào Agribank phải thực hiện nhận biết khách hàng?","Thông tin, tài liệu không trùng khớp với thông tin, tài liệu đã cung cấp trước đó hoặc thông tin, tài liệu do Agribank thu thập, xác định.","Thông tin, tài liệu  trùng khớp với thông tin, tài liệu đã cung cấp trước đó hoặc thông tin, tài liệu do Agribank thu thập, xác định.","Thông tin, tài liệu nhiều hơn so tài liệu đã cung cấp.",,1,Khoản 1 Điều 6 Nghị định số 19/2023/NĐ-CP
137,12,"Trường hợp mua lại bất động sản do việc xử lý nợ, ngân hàng thương mại phải bảo đảm tỷ lệ giá trị còn lại của tài sản cố định như thế nào?",Không được vượt quá 50% vốn điều lệ và quỹ dự trữ bổ sung vốn điều lệ ghi trên sổ sách kế toán,Không được vượt quá 100% vốn điều lệ và quỹ dự trữ bổ sung vốn điều lệ ghi trên sổ sách kế toán,Không được vượt quá 70% vốn điều lệ và quỹ dự trữ bổ sung vốn điều lệ ghi trên sổ sách kế toán,Không được vượt quá 55% vốn điều lệ và quỹ dự trữ bổ sung vốn điều lệ ghi trên sổ sách kế toán,1,Khoản 3 Điều 144 Luật các TCTD 2024
138,13,"Nếu không trong trường hợp đang được kiểm soát đặc biệt, kể từ ngày kết thúc năm tài chính, trong thời hạn bao lâu thì tổ chức tín dụng phải công khai các báo cáo tài chính theo Luật các Tổ chức tín dụng 2024?",60 ngày,90 ngày,120 ngày,30 ngày,3,Điều 154 Luật các TCTD 2024
139,14,"Theo quy định của Luật Phòng chống tham nhũng về nội dung ứng dụng khoa học, công nghệ và chuyển đổi số trong quản lý, trách nhiệm nào sau đây được xác định đúng và đầy đủ nhất đối với cơ quan, tổ chức, đơn vị?","Tập trung đầu tư trang thiết bị công nghệ khi có nguồn kinh phí phù hợp, việc kết nối cơ sở dữ liệu được thực hiện theo nhu cầu từng giai đoạn.","Có trách nhiệm tăng cường đầu tư trang thiết bị, nâng cao năng lực, đẩy mạnh ứng dụng khoa học, công nghệ, đổi mới sáng tạo và chuyển đổi số trong tổ chức và hoạt động của cơ quan, tổ chức, đơn vị; có trách nhiệm đẩy mạnh xây dựng, vận hành hệ thống thông tin, cơ sở dữ liệu; kết nối, tích hợp, chia sẻ đồng bộ với cơ sở dữ liệu quốc gia, bảo đảm liên thông, an toàn thông tin và khai thác, sử dụng hiệu quả tài nguyên số, dữ liệu số theo quy định của pháp luật.","Ưu tiên xây dựng hệ thống thông tin nội bộ, việc chia sẻ dữ liệu với cơ sở dữ liệu quốc gia được thực hiện trên cơ sở tự nguyện.","Chuyển đổi số chủ yếu phục vụ hoạt động chuyên môn, không bắt buộc gắn với khai thác, sử dụng tài nguyên số và dữ liệu số.",2,"Điều 28 Luật sửa đổi, bổ sung một số điều của Luật PCTN 2025"
140,15,"Theo quy định pháp luật, nhận định nào sau đây xác định đúng bản chất pháp lý của chuyển tiền điện tử?","Chuyển tiền điện tử là giao dịch chuyển tiền được thực hiện qua phương tiện điện tử giữa hai tổ chức tài chính khác nhau, người thụ hưởng bắt buộc phải là bên thứ ba.",Chuyển tiền điện tử là giao dịch được thực hiện bằng phương thức điện tử theo yêu cầu của người khởi tạo thông qua tổ chức tài chính nhằm chuyển một số tiền nhất định cho người thụ hưởng tại tổ chức tài chính của người thụ hưởng; người thụ hưởng có thể là người khởi tạo.,"Chuyển tiền điện tử là giao dịch thanh toán không dùng tiền mặt giữa các tài khoản, không phụ thuộc vào yêu cầu của người khởi tạo.","Chuyển tiền điện tử là giao dịch chuyển tiền nội bộ trong cùng một tổ chức tài chính, không áp dụng đối với giao dịch liên ngân hàng.",2,Khoản 5 Điểu 3 Luật PCRT 2022
VI. KỸ NĂNG GIAO TIẾP; CHĂM SÓC KHÁCH HÀNG VÀ TIẾP THỊ TRUYỀN THÔNG (50 CÂU),,,,,,,,
141,1,"Theo Quy định số 238/QĐ-HĐTV-TTh ngày 07/5/2021, đồng phục áo dài đối với nữ được quy định như thế nào?","Áo dài truyền thống, màu đỏ booc đô, viền cổ vàng; quần màu vàng","Áo dài truyền thống, có cổ, màu đỏ booc đô; quần màu vàng","Áo dài truyền thống, không cổ, màu đỏ booc đô; quần màu vàng","Áo dài truyền thống, màu đỏ booc đô; quần màu đỏ",2,Điểm b Khoản 1 Điều 4 Quy định số 238/QĐ-HĐTV-TTh ngày 07/5/2021
142,2,"Theo Quy định số 238/QĐ-HĐTV-TTh ngày 07/5/2021, trang phục đối với nữ trong thời gian mang thai được quy định thế nào?","Chân váy ngang gối trở xuống hoặc quần âu màu đen hoặc xanh đen; Áo sơ mi trắng trơn, dài hoặc ngắn tay (phù hợp với người đang trong thời gian mang thai). Áo vest màu đen hoặc xanh đen cùng màu với màu chân váy/quần","Váy liền: Phần thân trên (áo) màu trắng trơn, dài hoặc ngắn tay; phần thân dưới (chân váy) ngang gối trở xuống màu đen hoặc xanh đen. Áo vest màu đen hoặc xanh đen cùng màu với màu chân váy/quần","Váy/áo yếm màu đen hoặc xanh đen, bên trong áo trắng trơn, dài hoặc ngắn tay. Áo vest màu đen hoặc xanh đen cùng màu với màu chân váy/quần",Lựa chọn 1 trong 3 trang phục trên,4,Điểm c Khoản 1 Điều 4 Quy định số 238/QĐ-HĐTV-TTh ngày 07/5/2021
143,3,"Theo Quy định số 238/QĐ-HĐTV-TTh ngày 07/5/2021, trang phục nào không đúng với quy định về trang phục đối với nữ trong thời gian mang thai?","Chân váy ngang gối trở xuống hoặc quần âu màu đen hoặc xanh đen; Áo sơ mi trắng trơn, dài hoặc ngắn tay (phù hợp với người đang trong thời gian mang thai). Áo vest màu đen hoặc xanh đen cùng màu với màu chân váy/quần","Váy liền, váy/áo yếm lịch sự phù hợp với người đang trong thời gian mang thai","Váy/áo yếm màu đen hoặc xanh đen, bên trong áo trắng trơn, dài hoặc ngắn tay. Áo vest màu đen hoặc xanh đen cùng màu với màu chân váy/quần","Váy liền: Phần thân trên (áo) màu trắng trơn, dài hoặc ngắn tay; phần thân dưới (chân váy) ngang gối trở xuống màu đen hoặc xanh đen. Áo vest màu đen hoặc xanh đen cùng màu với màu chân váy/quần",2,Điểm c Khoản 1 Điều 4 Quy định số 238/QĐ-HĐTV-TTh ngày 07/5/2021
144,4,Hành vi nào KHÔNG đúng khi nói chuyện điện thoại?,Nhấc máy sau hồi chuông thứ 2,"Giữ thái độ hòa nhã, bình tĩnh","Nói ngắn gọn, tránh lòng vòng, rườm rà",Ngắt điện thoại khi  khách hàng tranh cãi,4,Cẩm nang văn hóa Agribank 
145,5,"Trong ứng xử với khách hàng và đối tác, cán bộ Agribank cần có thái độ như thế nào?","Tôn trọng, lịch sự, chân thành, thân thiện, đúng mực"," Tôn trọng, lịch sự, nhường nhịn, gần gũi","Tôn trọng, lịch sự, thân thiện, nhiệt tình","Tôn trọng, lịch sự, thẳng thắn, thân thiện.",1,Cẩm nang văn hóa Agribank 
146,6,Cán bộ Agribank được phép vỗ vai khách hàng trong trường hợp nào sau đây?,"Khách hàng đã quan hệ lâu năm để thể hiện sự thân mật, gần gũi.","Để chia sẻ, an ủi.",Khách hàng là người ít tuổi hơn.,Không được phép.,4,Cẩm nang văn hóa Agribank 
147,7,Vị trí ngồi giữa ở ghế sau trong xe ô tô con 4 chỗ dành cho đối tượng nào?,Đối tượng ưu tiên số 1.,Đối tượng ưu tiên số 2.,Người có chức vụ thấp hơn.,Người có chức vụ cao hơn.,3,Cẩm nang văn hóa Agribank 
148,8,"Theo quy định hiện hành, cán bộ Agribank có được nhận quà tặng có giá trị nhỏ từ khách hàng, đối tác không?",Không được phép,Được phép,,,1,Cẩm nang văn hóa Agribank 
149,9,Các hành vi KHÔNG được thực hiện khi tham gia hội họp là:,Nói chuyện điện thoại hoặc nhắn tin ,Không để điện thoại ở chế độ im lặng,"Nói chuyện riêng, làm việc riêng ",Tất cả các phương án nêu trên ,4,Cẩm nang văn hóa Agribank 
150,10,"Theo cẩm nang văn hóa Agribank, các hành vi KHÔNG nên thực hiện trong thang máy, gồm: ",Trao đổi công việc ,"Nói chuyện, nói điện thoại","Ăn uống, hút thuốc lá",Tất cả các phương án nêu trên ,4,Cẩm nang văn hóa Agribank 
151,11,Đặc trưng văn hóa Agribank KHÔNG bao gồm đặc tính nào sau đây?,Thân thiện.,Tam nông.,Hội nhập.,,3,Đặc trưng văn hóa Agribank – Cẩm nang văn hóa Agribank
152,12,"Theo Cẩm nang văn hóa Agribank, tầm nhìn của Agribank là:",Tăng trưởng - an toàn - hiệu quả - bền vững.,Phát triển - an toàn - hiệu quả - bền vững.,Tăng trưởng - phát triển - bền vững - hiệu quả,,1,Tầm nhìn của Agribank – Cẩm nang văn hóa Agribank
153,13,"Khi bắt tay, cán bộ Agribank ứng xử như thế nào?",Cấp trên chủ động bắt tay cấp dưới.,Người ít tuổi chủ động bắt tay người lớn tuổi hơn.,Bắt tay từ người có chức vụ thấp đến người có chức vụ cao.,,1,Chuẩn mực trong Chào hỏi – Cẩm nang văn hóa Agribank
154,14,Việc giới thiệu và tự giới thiệu trong văn hóa Agribank được thực hiện theo thứ tự nào?,"Giới thiệu bản thân rồi đến những người đi cùng, giới thiệu người có chức vụ thấp rồi đến cao.","Giới thiệu bản thân rồi đến những người đi cùng, giới thiệu người có chức vụ cao rồi đến thấp.","Giới thiệu những người đi cùng rồi đến bản thân, giới thiệu người có chức vụ cao rồi đến thấp.",,3,Chuẩn mực trong giới thiệu và tự giới thiệu – Cẩm nang văn hóa Agribank
155,15,"Theo Quy định số 1566/QyĐ-NHNo-CSKH ngày 30/6/2023, đối tượng áp dụng các quy định chính sách chăm sóc khách hàng trong hệ thống Agribank là:","Khách hàng cá nhân, tổ chức","Đơn vị thành viên Trụ sở chính, Chi nhánh loại I,II và các đơn vị cá nhân có liên quan thuộc Agribank",Công ty con,Cả đáp án 1 và 2,4,"Điều 1,Quy định số 1566/QyĐ-NHNo-CSKH ngày 30/6/2023"
156,16,"Theo Quy định số 1566/QyĐ-NHNo-CSKH ngày 30/6/2023, tin nhắn SMS Brandname là: ",Tin nhắn thương hiệu Agribank,Tín nhắn thương hiệu,Tin nhắn của E Mobile Agribank,,1,"K8 Điều 2,Quy định số 1566/QyĐ-NHNo-CSKH ngày 30/6/2023"
157,17,"Theo Quy định số 1566/QyĐ-NHNo-CSKH ngày 30/6/2023, nguyên tắc thực hiện các chính sách chăm sóc khách hàng buộc phải phù hợp với các yếu tố nào sau đây? ","Định hướng, chiến lược phát triển, tình hình thực tế và mục tiêu kinh doanh của Agribank trong từng thời kỳ",Mục tiêu kinh doanh của các Chi nhánh trong từng thời kỳ,"Định hướng, chiến lược của các đơn vị trực thuộc trong hệ thống Agribank",,1,"K1 Điều 3,Quy định số 1566/QyĐ-NHNo-CSKH ngày 30/6/2023"
158,18,"Theo Quy định số 1566/QyĐ-NHNo-CSKH ngày 30/6/2023, khi thực hiện các chính sách chăm sóc khách hàng buộc phải tuân thủ các quy định nào sau đây?",Quy định pháp luật Việt Nam,Quy định của Ngân hàng Nhà nước,Quy định của Agribank,Tất cả các đáp án trên,4,"K1 Điều 3,Quy định số 1566/QyĐ-NHNo-CSKH ngày 30/6/2023"
159,19,"Theo Quyết định số 1206/QĐ-NHNo-TTh ngày 23/6/2020, thời gian phản hồi các đơn vị, cộng tác viên về việc xử lý tin bài trên website tối đa trong bao lâu?",Trong ngày nhận thông tin,24h,Tối đa trong 2 ngày làm việc kể từ khi nhận được thông tin,Trong tuần,3,Điều 5 Mục I chương II QĐ 1206/QĐ-NHNo-TTh
160,20,"Theo Quy định số 1566/QyĐ-NHNo-CSKH ngày 30/6/2023, đơn vị nào là đầu mối chăm sóc khách hàng tổ chức trong hệ thống Agribank?",Ban Khách hàng doanh nghiệp,Ban Khách hàng cá nhân,Ban Chính sách tín dụng,,1,"K1 Điều 4,Quy định số 1566/QyĐ-NHNo-CSKH ngày 30/6/2023"
161,21,"Theo Quy định số 1566/QyĐ-NHNo-CSKH ngày 30/6/2023, đơn vị nào là đầu mối chăm sóc khách hàng cá nhân trong trường hợp khách hàng mở tài khoản tại Trụ sở chính?",Ban Khách hàng cá nhân,Trung tâm Chăm sóc khách hàng,Ban Tài chính - Kế toán,,1,"K1 Điều 4,Quy định số 1566/QyĐ-NHNo-CSKH ngày 30/6/2023"
162,22,"Theo VBHN số 8494/VBHN-NHNo-TTh ngày 26/6/2024,  trong trường hợp cần thiết ai trực tiếp cung cấp thông tin và trả lời phỏng vấn báo chí?",Chủ tịch Hội đồng thành viên,Tổng Giám đốc trực tiếp cung cấp thông tin và trả lời phỏng vấn báo chí hoặc chỉ định người thực hiện nhiệm vụ cung cấp thông tin và trả lời phỏng vấn báo chí đối với một nội dung cụ thể,Phó Tổng Giám đốc ,Thành viên Hội đồng thành viên,2, Điều 6 Văn bản hợp nhất số 8494/VBHN-NHNo-TTh
163,23,"Theo VBHN số 8494/VBHN-NHNo-TTh ngày 26/6/2024, các hình thức cung cấp thông tin đối với bên ngoài trong quá trình xử lý sự cố truyền thông ",Đăng thông báo trên website Agribank,Gửi thông cáo báo chí/ thông tin cho báo chí,"Chủ động tổ chức làm việc trực tiếp (không phải họp báo)với phóng viên báo chí, tổ chức họp báo để cung cấp thông tin",Tất cả các đáp trên,4, Mục 2 Điều 14 Văn bản hợp nhất số 8494/VBHN-NHNo-TTh
164,24,"Theo VBHN số 8494/VBHN-NHNo-TTh, đối tượng nào áp dụng tại Quy định về công tác phối hợp tuyên truyền và xử lý sự cố truyền thông trong hệ thống Agribank?","Ủy ban, Ban, Trung tâm tại Trụ sở chính; Văn phòng đại diện khu vực; Đơn vị sự nghiệp; Chi nhánh loại I;  Công đoàn; Đoàn Thanh niên Agribank.",Chi nhánh tại nước ngoài.,"Cán bộ, nhân viên, người lao động làm việc trong hệ thống Agribank. ",Tất cả các đáp án trên,4,Điều 1 Văn bản hợp nhất số 8494/VBHN-NHNo-TTh
165,25,"Theo Văn bản hợp nhất 8494/VBHN-NHNo-TTh, tại chi nhánh, thành viên Tổ xử lý truyền thông thuộc thành phần nào dưới đây? ",Trưởng Phòng Tổng hợp; Trưởng phòng nghiệp vụ phát sinh sự cố truyền thông và thành viên khác do Giám đốc Chi nhánh quyết định,Trưởng Phòng Khách hàng cá nhân,Trưởng Phòng Khách hàng doanh nghiệp,Trưởng Phòng Tin học,1,Điều 12 Văn bản hợp nhất 8374/VBHN-NHNo-TTh
166,26,"Theo Văn bản hợp nhất 8374/VBHN-NHNo-TTh  quy định về quản lý hình ảnh, thương hiệu và hoạt động truyền thông của Agribank trên mạng xã hội ngày 24/6/2024 áp dụng cho đối tượng nào?","Các đơn vị thành viên Trụ sở chính, chi nhánh, cán bộ nhân viên, người lao động Agribank.","Các đơn vị thành viên Trụ sở chính, chi nhánh, công ty con, cán bộ nhân viên, người lao động Agribank",Công ty con Agribank,,1,Điều 2 Văn bản hợp nhất 8374/VBHN-NHNo-TTh 
167,27,"Theo Văn bản hợp nhất 8374/VBHN-NHNo-TTh ngày 24/6/2024, Agribank hỗ trợ khách hàng trên mạng xã hội như thế nào?","Thực hiện tương tác, hỗ trợ khách hàng kịp thời thông qua liên tục theo dõi ý kiến đóng góp, chia sẻ của khách hàng","Luôn sẵn sàng trả lời mọi thắc mắc, khiếu nại của khách hàng; ","Thường xuyên theo dõi các nhận xét trực tuyến của khách hàng, từ đó sớm khắc phục những vấn đề liên quan đến Agribank",Tất cả các đáp án trên,4,Điều 9 Văn bản hợp nhất 8374/VBHN-NHNo-TTh
